Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/recurso-detalhe/119,2,0,1.7397970004822128,1.6701855001883814,1.60057399989455,1.7397970004822128,27.0,0.006666752683901646,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/12,1,0,2.0672259997809306,2.0672259997809306,2.0672259997809306,2.0672259997809306,25.0,0.003333376341950823,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/120,4,0,4,7.195748000413005,3.369166000993573,16.16405200002191,27.0,0.013333505367803292,0.0,5,5,16,16,16,16,16,16,16,16,16
GET,/api/recurso-detalhe/122,2,0,2,2.0117760004723095,1.782684001227608,2.240867999717011,27.0,0.006666752683901646,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/123,1,0,2.1106169988343026,2.1106169988343026,2.1106169988343026,2.1106169988343026,27.0,0.003333376341950823,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/124,1,0,7.008721999227419,7.008721999227419,7.008721999227419,7.008721999227419,27.0,0.003333376341950823,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/125,5,0,2,4.155000000537257,1.5668600008211797,8.134165000228677,27.0,0.016666881709754115,0.0,2,7,7,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/126,3,0,6,5.001969332928032,1.8900729992310517,7.60640400039847,27.0,0.01000012902585247,0.0,6,6,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/127,3,0,2,3.287993666162947,1.7238330001418944,6.3664449990028515,27.0,0.01000012902585247,0.0,2,2,6,6,6,6,6,6,6,6,6
GET,/api/recurso-detalhe/128,1,0,2.9374189998634392,2.9374189998634392,2.9374189998634392,2.9374189998634392,27.0,0.003333376341950823,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/13,2,0,2.2431930010498036,2.4179040010494646,2.2431930010498036,2.5926150010491256,25.0,0.006666752683901646,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/130,4,0,3,4.386261999570706,1.6995810001390055,6.707836999339634,27.0,0.013333505367803292,0.0,6,6,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/131,2,0,6.8148909995215945,6.711805499435286,6.608719999348978,6.8148909995215945,27.0,0.006666752683901646,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/132,3,0,2,2.0462950002790117,1.6999790004774695,2.389594999840483,27.0,0.01000012902585247,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/133,4,0,2,5.904525249206927,1.8574489986349363,12.591230999532854,27.0,0.013333505367803292,0.0,7,7,13,13,13,13,13,13,13,13,13
GET,/api/recurso-detalhe/134,6,0,6,5.287706000065858,1.834138000049279,7.522894000430824,27.0,0.02000025805170494,0.0,7,7,7,7,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/135,1,0,2.438960998915718,2.438960998915718,2.438960998915718,2.438960998915718,27.0,0.003333376341950823,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/136,5,0,7,5.517601399697014,1.6680209992046002,9.971636000045692,27.0,0.016666881709754115,0.0,7,7,7,10,10,10,10,10,10,10,10
GET,/api/recurso-detalhe/137,5,0,4,4.295520799860242,1.7467729994677939,7.784350998917944,27.0,0.016666881709754115,0.0,4,7,7,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/138,6,0,2,5.0966455000889255,1.6213250000873813,10.903823000262491,27.0,0.02000025805170494,0.0,7,7,8,8,11,11,11,11,11,11,11
GET,/api/recurso-detalhe/139,2,0,2.1561699995800154,2.650839999660093,2.1561699995800154,3.1455099997401703,27.0,0.006666752683901646,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/14,2,0,2.018564999161754,4.119019499739807,2.018564999161754,6.2194740003178595,25.0,0.006666752683901646,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/recurso-detalhe/140,4,0,2,5.2053207496101095,1.4207229996827664,14.351804999023443,27.0,0.013333505367803292,0.0,3,3,14,14,14,14,14,14,14,14,14
GET,/api/recurso-detalhe/141,2,0,4,4.935229500006244,3.713725000125123,6.156733999887365,27.0,0.006666752683901646,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/recurso-detalhe/142,5,0,7,9.156897999855573,2.11534899972321,21.44868999857863,27.0,0.016666881709754115,0.0,7,8,8,21,21,21,21,21,21,21,21
GET,/api/recurso-detalhe/143,5,0,3,3.346603199315723,1.8735669982561376,5.895178001082968,27.0,0.016666881709754115,0.0,3,4,4,6,6,6,6,6,6,6,6
GET,/api/recurso-detalhe/144,3,0,2,2.036933665901112,1.6041089984355494,2.709786998821073,27.0,0.01000012902585247,0.0,2,2,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/145,5,0,6,4.7356263999972725,1.653859000725788,8.23666799988132,27.0,0.016666881709754115,0.0,6,6,6,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/146,2,0,1.4705609992233803,2.540488999329682,1.4705609992233803,3.6104169994359836,27.0,0.006666752683901646,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/api/recurso-detalhe/147,1,0,2.537129999836907,2.537129999836907,2.537129999836907,2.537129999836907,27.0,0.003333376341950823,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/148,4,0,2,3.4398872494421084,1.6706619990145555,6.686906999675557,27.0,0.013333505367803292,0.0,4,4,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/149,3,0,6,5.339799666520169,2.8597809996426804,6.688059000225621,27.0,0.01000012902585247,0.0,6,6,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/150,2,0,2,4.680564999944181,1.9004810001206351,7.460648999767727,27.0,0.006666752683901646,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/151,5,0,2,3.6323636002634885,1.5661080014979234,7.289391000085743,27.0,0.016666881709754115,0.0,2,6,6,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/152,3,0,7,6.76731933284221,6.002357999022934,7.157502999689314,27.0,0.01000012902585247,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/153,1,0,3.294381000159774,3.294381000159774,3.294381000159774,3.294381000159774,27.0,0.003333376341950823,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/154,4,0,5,5.940980249761196,1.9611240004451247,9.891428999253549,27.0,0.013333505367803292,0.0,6,6,10,10,10,10,10,10,10,10,10
GET,/api/recurso-detalhe/155,1,0,1.7661179990682285,1.7661179990682285,1.7661179990682285,1.7661179990682285,27.0,0.003333376341950823,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/156,1,0,2.4520049992133863,2.4520049992133863,2.4520049992133863,2.4520049992133863,27.0,0.003333376341950823,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/157,1,0,1.513275999968755,1.513275999968755,1.513275999968755,1.513275999968755,27.0,0.003333376341950823,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/158,2,0,2.44426800054498,5.355059000066831,2.44426800054498,8.265849999588681,27.0,0.006666752683901646,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/159,3,0,2,2.185059999950075,1.9789949983533006,2.422372001092299,27.0,0.01000012902585247,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/16,1,0,3.592047998608905,3.592047998608905,3.592047998608905,3.592047998608905,25.0,0.003333376341950823,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/api/recurso-detalhe/160,5,0,2,2.0557837997330353,1.5309359987440985,2.715265000006184,27.0,0.016666881709754115,0.0,2,2,2,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/161,4,0,1.4029899994056905,3.068373999212781,1.4029899994056905,7.384077998722205,27.0,0.013333505367803292,0.0,2,2,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/162,4,0,2,3.51559999944584,1.9540529992809752,7.791975998770795,27.0,0.013333505367803292,0.0,2,2,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/163,5,0,2,3.2348363998607965,1.4700550000270596,8.508618999258033,27.0,0.016666881709754115,0.0,2,2,2,9,9,9,9,9,9,9,9
GET,/api/recurso-detalhe/164,1,0,8.377433001442114,8.377433001442114,8.377433001442114,8.377433001442114,27.0,0.003333376341950823,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/165,2,0,6.694753999909153,6.6623689999687485,6.629984000028344,6.694753999909153,27.0,0.006666752683901646,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/166,2,0,4,5.898799999158655,3.9501499995822087,7.847449998735101,27.0,0.006666752683901646,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/167,2,0,2.1859660009795334,2.2752040003979346,2.1859660009795334,2.3644419998163357,27.0,0.006666752683901646,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/168,3,0,8,7.745985332803684,6.693560999337933,8.762395998928696,27.0,0.01000012902585247,0.0,8,8,9,9,9,9,9,9,9,9,9
GET,/api/recurso-detalhe/169,5,0,7,6.181061000825139,2.0941290003975155,12.365244001557585,27.0,0.016666881709754115,0.0,7,8,8,12,12,12,12,12,12,12,12
GET,/api/recurso-detalhe/17,1,0,11.435902000812348,11.435902000812348,11.435902000812348,11.435902000812348,25.0,0.003333376341950823,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/api/recurso-detalhe/170,1,0,5.783339000117849,5.783339000117849,5.783339000117849,5.783339000117849,27.0,0.003333376341950823,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/recurso-detalhe/171,3,0,2,3.1056133332943623,1.5896460008661961,5.950716998995631,27.0,0.01000012902585247,0.0,2,2,6,6,6,6,6,6,6,6,6
GET,/api/recurso-detalhe/172,2,0,2.223159001005115,4.908238001007703,2.223159001005115,7.593317001010291,27.0,0.006666752683901646,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/173,2,0,2,4.338461500083213,1.8059140002151253,6.8710089999513,27.0,0.006666752683901646,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/174,2,0,2,1.91180549973069,1.6377299998566741,2.1858809996047057,27.0,0.006666752683901646,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/175,3,0,7,7.0490893334257025,6.600382999749854,7.891376000770833,27.0,0.01000012902585247,0.0,7,7,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/176,4,0,7,7.640206249561743,5.524988999241032,10.410001999844098,27.0,0.013333505367803292,0.0,8,8,10,10,10,10,10,10,10,10,10
GET,/api/recurso-detalhe/177,2,0,1.4908780012774514,2.5269115012633847,1.4908780012774514,3.562945001249318,27.0,0.006666752683901646,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/api/recurso-detalhe/178,6,0,2,3.5544898331257477,1.583457000378985,9.38914600010321,27.0,0.02000025805170494,0.0,3,3,3,3,9,9,9,9,9,9,9
GET,/api/recurso-detalhe/179,4,0,2,3.2591072504146723,1.6343120005331002,7.142354001189233,27.0,0.013333505367803292,0.0,3,3,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/18,2,0,2,4.9607800001467695,1.6840549997141352,8.237505000579404,25.0,0.006666752683901646,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/180,5,0,2,2.887815600115573,1.9105379997199634,5.3353989987954265,27.0,0.016666881709754115,0.0,2,3,3,5,5,5,5,5,5,5,5
GET,/api/recurso-detalhe/181,1,0,3.3421410007576924,3.3421410007576924,3.3421410007576924,3.3421410007576924,27.0,0.003333376341950823,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/183,2,0,5.253519000689266,7.50397400042857,5.253519000689266,9.754429000167875,27.0,0.006666752683901646,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/api/recurso-detalhe/184,2,0,6,6.5054745000452385,5.929400000241003,7.081548999849474,27.0,0.006666752683901646,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/186,3,0,2,1.8988350002473453,1.64793400108465,2.3633660002815304,27.0,0.01000012902585247,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/187,3,0,2,2.1031169999332633,1.8064180003420915,2.6752249996206956,27.0,0.01000012902585247,0.0,2,2,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/188,4,0,2,2.3352534999503405,1.7579260002094088,3.049050999834435,27.0,0.013333505367803292,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/189,2,0,6,8.210071499888727,5.540215999644715,10.879927000132739,27.0,0.006666752683901646,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/api/recurso-detalhe/19,7,0,3,3.9918760009771046,1.6478119996463647,7.7169740015961,25.0,0.023333634393655763,0.0,3,4,7,7,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/190,3,0,6.834095000158413,5.098933666886296,1.7186019995278912,6.834095000158413,27.0,0.01000012902585247,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/191,3,0,2,4.322928333446423,1.618651000171667,9.290567000789451,27.0,0.01000012902585247,0.0,2,2,9,9,9,9,9,9,9,9,9
GET,/api/recurso-detalhe/192,5,0,2,3.0230003994802246,1.6252659988822415,7.782295999277267,27.0,0.016666881709754115,0.0,2,2,2,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/193,1,0,6.902625000293483,6.902625000293483,6.902625000293483,6.902625000293483,27.0,0.003333376341950823,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/194,3,0,7,5.968686666165013,2.6939069994114107,8.017238000320503,27.0,0.01000012902585247,0.0,7,7,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/195,3,0,4,4.069339666481635,2.1504989999812096,6.282547999944654,27.0,0.01000012902585247,0.0,4,4,6,6,6,6,6,6,6,6,6
GET,/api/recurso-detalhe/196,5,0,6,4.968060000101104,1.7051369995897403,9.066112999789766,27.0,0.016666881709754115,0.0,6,6,6,9,9,9,9,9,9,9,9
GET,/api/recurso-detalhe/198,3,0,3,2.758812999672955,2.1345189998100977,3.0927499992685625,27.0,0.01000012902585247,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/199,2,0,6.744829001036123,6.65497200043319,6.565114999830257,6.744829001036123,27.0,0.006666752683901646,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/2,4,0,2,3.3813352506513183,1.7238940017705318,7.064096000249265,23.0,0.013333505367803292,0.0,3,3,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/20,2,0,2.439914000206045,5.137277999892831,2.439914000206045,7.834641999579617,25.0,0.006666752683901646,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/200,5,0,2.0945439991919557,5.435611600114498,2.0945439991919557,13.990438001201255,27.0,0.016666881709754115,0.0,2,7,7,14,14,14,14,14,14,14,14
GET,/api/recurso-detalhe/201,1,0,6.640964998950949,6.640964998950949,6.640964998950949,6.640964998950949,27.0,0.003333376341950823,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/202,2,0,3,4.449354500138725,2.896394000345026,6.002314999932423,27.0,0.006666752683901646,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/recurso-detalhe/203,1,0,6.065800998840132,6.065800998840132,6.065800998840132,6.065800998840132,27.0,0.003333376341950823,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/recurso-detalhe/204,3,0,3,4.246637667165487,2.0916670000588056,7.751487000859925,27.0,0.01000012902585247,0.0,3,3,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/205,2,0,7,6.856986000457255,6.554685000082827,7.159287000831682,27.0,0.006666752683901646,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/206,4,0,2,2.6245015001222782,1.771859999280423,4.740419999507139,27.0,0.013333505367803292,0.0,2,2,5,5,5,5,5,5,5,5,5
GET,/api/recurso-detalhe/207,3,0,3,4.221966333110079,2.948755000033998,6.667285000730772,27.0,0.01000012902585247,0.0,3,3,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/208,1,0,4.603694998877472,4.603694998877472,4.603694998877472,4.603694998877472,27.0,0.003333376341950823,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/api/recurso-detalhe/209,5,0,3,4.586605199801852,2.0101209993299562,7.8784680008539,27.0,0.016666881709754115,0.0,3,7,7,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/210,3,0,2,1.900284333411643,1.7367300006299047,2.070884000204387,27.0,0.01000012902585247,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/211,5,0,3,3.2873649997782195,1.5068539996718755,6.117259999882663,27.0,0.016666881709754115,0.0,3,4,4,6,6,6,6,6,6,6,6
GET,/api/recurso-detalhe/212,3,0,2,4.233577667037025,1.6575099998590304,8.612430001448956,27.0,0.01000012902585247,0.0,2,2,9,9,9,9,9,9,9,9,9
GET,/api/recurso-detalhe/213,4,0,2,4.7037002500474046,1.6389519987569656,7.797160000336589,27.0,0.013333505367803292,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/214,4,0,6,5.718269499993767,2.0855849998042686,7.7202250013215235,27.0,0.013333505367803292,0.0,7,7,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/215,4,0,7,10.12122874999477,2.6025429997389438,23.17889200094214,27.0,0.013333505367803292,0.0,8,8,23,23,23,23,23,23,23,23,23
GET,/api/recurso-detalhe/216,3,0,7,5.482064333894717,2.0489430007728515,7.607965000715922,27.0,0.01000012902585247,0.0,7,7,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/217,1,0,3.7318869999580784,3.7318869999580784,3.7318869999580784,3.7318869999580784,27.0,0.003333376341950823,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/api/recurso-detalhe/218,1,0,3.107926000666339,3.107926000666339,3.107926000666339,3.107926000666339,27.0,0.003333376341950823,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/219,2,0,7.797697000569315,7.795520999934524,7.793344999299734,7.797697000569315,27.0,0.006666752683901646,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/22,1,0,1.934117999553564,1.934117999553564,1.934117999553564,1.934117999553564,25.0,0.003333376341950823,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/220,1,0,6.97805300114851,6.97805300114851,6.97805300114851,6.97805300114851,27.0,0.003333376341950823,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/221,2,0,6,6.905771499077673,5.933087999437703,7.878454998717643,27.0,0.006666752683901646,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/222,5,0,4,5.451895399528439,2.11403199864435,11.260891000347328,27.0,0.016666881709754115,0.0,4,8,8,11,11,11,11,11,11,11,11
GET,/api/recurso-detalhe/223,2,0,2,4.753511000672006,1.7280280007980764,7.778994000545936,27.0,0.006666752683901646,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/224,3,0,4,4.6014183335501,2.093889999741805,7.69502600087435,27.0,0.01000012902585247,0.0,4,4,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/225,1,0,2.410982000583317,2.410982000583317,2.410982000583317,2.410982000583317,27.0,0.003333376341950823,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/226,4,0,7,7.481787500637438,6.738056001267978,8.426193000559579,27.0,0.013333505367803292,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/227,3,0,2,2.1025319996018275,1.7575649999344023,2.5072759999602567,27.0,0.01000012902585247,0.0,2,2,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/229,5,0,7,5.571282799428445,1.7251549998036353,8.840997999868705,27.0,0.016666881709754115,0.0,7,8,8,9,9,9,9,9,9,9,9
GET,/api/recurso-detalhe/23,1,0,2.82675400012522,2.82675400012522,2.82675400012522,2.82675400012522,25.0,0.003333376341950823,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/230,2,0,6,6.2598780014013755,5.871599001693539,6.648157001109212,27.0,0.006666752683901646,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/231,3,0,2,2.2271263339159,1.8101960013154894,2.619684999444871,27.0,0.01000012902585247,0.0,2,2,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/232,3,0,7,6.553999667327541,2.2990790002950234,10.132363000593614,27.0,0.01000012902585247,0.0,7,7,10,10,10,10,10,10,10,10,10
GET,/api/recurso-detalhe/233,5,0,7,4.939598799683154,1.4405639994947705,8.078311000645044,27.0,0.016666881709754115,0.0,7,7,7,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/234,1,0,2.3553160008304985,2.3553160008304985,2.3553160008304985,2.3553160008304985,27.0,0.003333376341950823,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/235,1,0,2.7853659994434565,2.7853659994434565,2.7853659994434565,2.7853659994434565,27.0,0.003333376341950823,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/236,2,0,2,4.824279999411374,1.834654998674523,7.813905000148225,27.0,0.006666752683901646,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/237,2,0,2,2.4111030006679357,1.7050480000762036,3.117158001259668,27.0,0.006666752683901646,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/238,3,0,4,4.622201334010849,2.4268960005429108,7.335591000810382,27.0,0.01000012902585247,0.0,4,4,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/239,3,0,3,4.765037666099185,1.9892479995178292,9.560620999764069,27.0,0.01000012902585247,0.0,3,3,10,10,10,10,10,10,10,10,10
GET,/api/recurso-detalhe/24,5,0,7,5.483241999900201,1.5974349989846814,8.75058400015405,25.0,0.016666881709754115,0.0,7,8,8,9,9,9,9,9,9,9,9
GET,/api/recurso-detalhe/240,7,0,7,5.367639142735113,1.7927860008057905,8.58874699952139,27.0,0.023333634393655763,0.0,7,7,8,8,9,9,9,9,9,9,9
GET,/api/recurso-detalhe/241,2,0,2,3.724001500813756,1.510089001385495,5.937914000242017,27.0,0.006666752683901646,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/recurso-detalhe/242,2,0,2,5.355008999686106,1.7217849999724422,8.98823299939977,27.0,0.006666752683901646,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/recurso-detalhe/244,2,0,2,5.795064000267303,1.5254009995260276,10.064727001008578,27.0,0.006666752683901646,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/api/recurso-detalhe/245,1,0,7.659124999918276,7.659124999918276,7.659124999918276,7.659124999918276,27.0,0.003333376341950823,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/246,1,0,6.045850999726099,6.045850999726099,6.045850999726099,6.045850999726099,27.0,0.003333376341950823,0.0,6,6,6,6,6,6,6,6,6,6,6
