Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/recurso,972,0,4,4.990354286002066,1.4354309996633674,47.82796600011352,27.0,3.2406764338037433,0.0,4,7,7,8,9,10,12,14,48,48,48
GET,/api/recurso-detalhe/1,4,0,7,6.707354250238495,5.818859000100929,7.307175000278221,23.0,0.01333611701153804,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/10,3,0,7.7866420006103,6.471306333878601,3.909914000360004,7.7866420006103,25.0,0.010002087758653529,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/100,4,0,8,7.4624080000376125,2.217094999650726,10.217226999884588,27.0,0.01333611701153804,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/api/recurso-detalhe/1000,2,0,3,5.327491499883763,2.7902689998882124,7.864713999879314,29.0,0.00666805850576902,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/101,2,0,3.3816340001067147,7.5402735001262045,3.3816340001067147,11.698913000145694,27.0,0.00666805850576902,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/api/recurso-detalhe/102,5,0,2,2.216163599769061,1.643130999582354,2.8466269995988114,27.0,0.016670146264422547,0.0,2,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/103,1,0,2.394295999692986,2.394295999692986,2.394295999692986,2.394295999692986,27.0,0.00333402925288451,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/104,3,0,8,10.0046283332631,5.737020000196935,16.42318799986242,27.0,0.010002087758653529,0.0,8,8,16,16,16,16,16,16,16,16,16
GET,/api/recurso-detalhe/105,3,0,2.0687940004791017,3.816068666613622,2.0687940004791017,6.970736999392102,27.0,0.010002087758653529,0.0,2,2,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/106,7,0,4,4.769223428411351,1.997678000407177,7.688174999202602,27.0,0.023338204770191568,0.0,4,6,7,7,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/107,4,0,2,4.28497325015087,1.9346560002304614,7.6436979998106835,27.0,0.01333611701153804,0.0,6,6,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/109,3,0,6,5.733555999844005,3.409518999433203,7.685723000577127,27.0,0.010002087758653529,0.0,6,6,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/11,6,0,5,5.494006166979186,1.8967290006912663,8.829088000311458,25.0,0.020004175517307057,0.0,7,7,8,8,9,9,9,9,9,9,9
GET,/api/recurso-detalhe/110,2,0,2.228230999207881,2.7556539994293416,2.228230999207881,3.2830769996508025,27.0,0.00666805850576902,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/111,4,0,8,6.528772250021575,2.164741000342474,8.131597000101465,27.0,0.01333611701153804,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/112,5,0,2,3.95387419994222,1.6320100003213156,7.693450999795459,27.0,0.016670146264422547,0.0,2,7,7,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/113,1,0,5.90209500023775,5.90209500023775,5.90209500023775,5.90209500023775,27.0,0.00333402925288451,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/recurso-detalhe/114,4,0,6,6.971544500174787,2.879439000025741,11.683499999890046,27.0,0.01333611701153804,0.0,7,7,12,12,12,12,12,12,12,12,12
GET,/api/recurso-detalhe/115,5,0,6,5.214379400240432,1.6140629995788913,8.533652000551228,27.0,0.016670146264422547,0.0,6,8,8,9,9,9,9,9,9,9,9
GET,/api/recurso-detalhe/116,4,0,3.166202000102203,4.757488749874028,3.166202000102203,6.5070789996752865,27.0,0.01333611701153804,0.0,6,6,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/117,2,0,2,2.4682405000930885,1.6264819996649749,3.309999000521202,27.0,0.00666805850576902,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/recurso-detalhe/118,6,0,2,5.007677500240486,1.6271270005745464,9.35631199990894,27.0,0.020004175517307057,0.0,7,7,7,7,9,9,9,9,9,9,9
GET,/api/recurso-detalhe/119,3,0,6,6.372999999863775,2.795682000396482,10.388034999778029,27.0,0.010002087758653529,0.0,6,6,10,10,10,10,10,10,10,10,10
GET,/api/recurso-detalhe/12,3,0,3,4.4314479998017005,1.8794509996951092,8.457695000288368,25.0,0.010002087758653529,0.0,3,3,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/120,5,0,2,2.950983199843904,1.54793699948641,7.0261660002870485,27.0,0.016670146264422547,0.0,2,2,2,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/121,5,0,4,4.100764200120466,1.6783210003268323,7.756734000395227,27.0,0.016670146264422547,0.0,4,6,6,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/122,2,0,6,7.004343500739196,5.9657440006049,8.042943000873493,27.0,0.00666805850576902,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/123,2,0,2.0645880003939965,2.116407500125206,2.0645880003939965,2.168226999856415,27.0,0.00666805850576902,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/124,1,0,7.8062279999358,7.8062279999358,7.8062279999358,7.8062279999358,27.0,0.00333402925288451,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/125,3,0,7,5.3955986668370315,1.9902100002582301,7.442691000505874,27.0,0.010002087758653529,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/126,1,0,1.8287089997102157,1.8287089997102157,1.8287089997102157,1.8287089997102157,27.0,0.00333402925288451,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/api/recurso-detalhe/128,4,0,2,3.5134629999902245,1.741905000017141,8.192020000024058,27.0,0.01333611701153804,0.0,2,2,8,8,8,8,8,8,8,8,8
GET,/api/recurso-detalhe/129,4,0,3,3.909710749894657,2.234865999525937,7.178165999903285,27.0,0.01333611701153804,0.0,3,3,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/13,4,0,5,5.120127249938378,2.2671090000585536,6.814368000050308,25.0,0.01333611701153804,0.0,6,6,7,7,7,7,7,7,7,7,7
GET,/api/recurso-detalhe/132,1,0,2.779853999527404,2.779853999527404,2.779853999527404,2.779853999527404,27.0,0.00333402925288451,0.0,3,3,3,3,3,3,3,3,3,3,3
